"gene"	"adj.pval.sym_trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa30993"	0.00985948379851601	"Mcavernosa30993"	"DOLK_BOVIN^DOLK_BOVIN^Q:168-418,H:269-525^43.08%ID^E:1e-59^RecName: Full=Dolichol kinase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`DOLK_MOUSE^DOLK_MOUSE^Q:168-418,H:265-521^43.46%ID^E:4e-59^RecName: Full=Dolichol kinase {ECO:0000312|MGI:MGI:2677836};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`DOLK_HUMAN^DOLK_HUMAN^Q:168-418,H:269-525^43.46%ID^E:4e-55^RecName: Full=Dolichol kinase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa30993"	"1-1683[+]"	"DOLK_BOVIN^DOLK_BOVIN^Q:168-418,H:269-525^43.08%ID^E:1e-59^RecName: Full=Dolichol kinase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`DOLK_MOUSE^DOLK_MOUSE^Q:168-418,H:265-521^43.46%ID^E:4e-59^RecName: Full=Dolichol kinase {ECO:0000312|MGI:MGI:2677836};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`DOLK_HUMAN^DOLK_HUMAN^Q:168-418,H:269-525^43.46%ID^E:4e-55^RecName: Full=Dolichol kinase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"."	"ExpAA=207.85^PredHel=8^Topology=i17-39o43-65i123-145o155-177i198-217o237-268i299-316o331-350i"	"COG0170^phosphatidate Cytidylyltransferase"	"KEGG:bta:526844`KO:K00902"	"GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0004168^molecular_function^dolichol kinase activity`GO:0043048^biological_process^dolichyl monophosphate biosynthetic process`GO:0006486^biological_process^protein glycosylation"	"."	"."	"."	"Sc0000090"	110083	118534
"Mcavernosa22404"	0.0108366292057294	"Mcavernosa22404"	"SC6A1_MUSCO^SC6A1_MUSCO^Q:37-520,H:26-505^41.94%ID^E:2e-122^RecName: Full=Sodium- and chloride-dependent GABA transporter 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`SC6A1_RAT^SC6A1_RAT^Q:37-520,H:26-506^41.4%ID^E:2e-120^RecName: Full=Sodium- and chloride-dependent GABA transporter 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`SC6A1_MOUSE^SC6A1_MOUSE^Q:37-520,H:26-506^41.4%ID^E:2e-120^RecName: Full=Sodium- and chloride-dependent GABA transporter 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa22404"	"1-4627[+]"	"SC6A1_MUSCO^SC6A1_MUSCO^Q:37-520,H:26-505^41.94%ID^E:2e-122^RecName: Full=Sodium- and chloride-dependent GABA transporter 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`SC6A1_RAT^SC6A1_RAT^Q:37-520,H:26-506^41.4%ID^E:2e-120^RecName: Full=Sodium- and chloride-dependent GABA transporter 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`SC6A1_MOUSE^SC6A1_MOUSE^Q:37-520,H:26-506^41.4%ID^E:2e-120^RecName: Full=Sodium- and chloride-dependent GABA transporter 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00209.17^SNF^Sodium:neurotransmitter symporter family^55-257^E:4.1e-60`PF00209.17^SNF^Sodium:neurotransmitter symporter family^256-592^E:1e-99"	"."	"ExpAA=247.64^PredHel=11^Topology=o62-84i91-113o133-155i255-277o305-327i340-362o388-410i437-459o469-491i512-531o567-589i"	"."	"."	"GO:0030424^cellular_component^axon`GO:0009986^cellular_component^cell surface`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0005332^molecular_function^gamma-aminobutyric acid:sodium symporter activity`GO:0051939^biological_process^gamma-aminobutyric acid import`GO:0007612^biological_process^learning`GO:0032229^biological_process^negative regulation of synaptic transmission, GABAergic`GO:0014054^biological_process^positive regulation of gamma-aminobutyric acid secretion`GO:0051260^biological_process^protein homooligomerization`GO:0010033^biological_process^response to organic substance`GO:0014074^biological_process^response to purine-containing compound`GO:0009636^biological_process^response to toxic substance"	"GO:0005328^molecular_function^neurotransmitter:sodium symporter activity`GO:0006836^biological_process^neurotransmitter transport`GO:0016021^cellular_component^integral component of membrane"	"."	"."	"Sc0000371"	194872	221597
"Mcavernosa25715"	0.0111049168708006	"Mcavernosa25715"	"TRA2B_RAT^TRA2B_RAT^Q:168-227,H:95-154^63.33%ID^E:1e-17^RecName: Full=Transformer-2 protein homolog beta;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`TRA2B_MOUSE^TRA2B_MOUSE^Q:168-227,H:95-154^63.33%ID^E:1e-17^RecName: Full=Transformer-2 protein homolog beta;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`TRA2B_HUMAN^TRA2B_HUMAN^Q:168-227,H:95-154^63.33%ID^E:1e-17^RecName: Full=Transformer-2 protein homolog beta;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa25715"	"1-717[+]"	"TRA2B_RAT^TRA2B_RAT^Q:168-227,H:95-154^63.33%ID^E:1e-17^RecName: Full=Transformer-2 protein homolog beta;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`TRA2B_MOUSE^TRA2B_MOUSE^Q:168-227,H:95-154^63.33%ID^E:1e-17^RecName: Full=Transformer-2 protein homolog beta;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`TRA2B_HUMAN^TRA2B_HUMAN^Q:168-227,H:95-154^63.33%ID^E:1e-17^RecName: Full=Transformer-2 protein homolog beta;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00076.21^RRM_1^RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)^195-227^E:2.3e-05"	"."	"."	"COG0724^Rna-binding protein"	"KEGG:rno:117259`KO:K12897"	"GO:0005637^cellular_component^nuclear inner membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005681^cellular_component^spliceosomal complex`GO:0042802^molecular_function^identical protein binding`GO:0003729^molecular_function^mRNA binding`GO:0070717^molecular_function^poly-purine tract binding`GO:0036002^molecular_function^pre-mRNA binding`GO:0019904^molecular_function^protein domain specific binding`GO:0003723^molecular_function^RNA binding`GO:0071333^biological_process^cellular response to glucose stimulus`GO:0021796^biological_process^cerebral cortex regionalization`GO:1990403^biological_process^embryonic brain development`GO:0000398^biological_process^mRNA splicing, via spliceosome`GO:0048025^biological_process^negative regulation of mRNA splicing, via spliceosome`GO:0048026^biological_process^positive regulation of mRNA splicing, via spliceosome`GO:0051259^biological_process^protein complex oligomerization`GO:0000381^biological_process^regulation of alternative mRNA splicing, via spliceosome`GO:0000302^biological_process^response to reactive oxygen species"	"GO:0003676^molecular_function^nucleic acid binding"	"."	"."	"xfSc0000085"	26078	28885
"Mcavernosa32589"	0.0115864956317331	"Mcavernosa32589"	"."	"."	"Mcavernosa32589"	"1-669[+]"	"."	"PF03096.13^Ndr^Ndr family^9-59^E:7.7e-09"	"sigP:1^15^0.676^YES"	"."	"."	"."	"."	"."	"."	"."	"xfSc0002022"	482	8427
"Mcavernosa28270"	0.0123423998728532	"Mcavernosa28270"	"."	"."	"Mcavernosa28270"	"1-1347[+]"	"."	"PF00385.23^Chromo^Chromo (CHRromatin Organisation MOdifier) domain^336-382^E:9.4e-12"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000184"	109438	130331
"Mcavernosa08817"	0.0124428599458281	"Mcavernosa08817"	"."	"."	"Mcavernosa08817"	"1-648[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000010"	216900	217547
"Mcavernosa24787"	0.0129262879770291	"Mcavernosa24787"	"."	"."	"Mcavernosa24787"	"1-5955[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000051"	600924	617888
"Mcavernosa15301"	0.0136398374982551	"Mcavernosa15301"	"."	"."	"Mcavernosa15301"	"1-1895[+]"	"."	"."	"sigP:1^22^0.905^YES"	"ExpAA=17.36^PredHel=1^Topology=i5-22o"	"."	"."	"."	"."	"."	"."	"Sc0000238"	5782	25116
"Mcavernosa02141"	0.01372628225408	"Mcavernosa02141"	"YI31B_YEAST^YI31B_YEAST^Q:61-614,H:662-1161^22.94%ID^E:1e-29^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:61-614,H:636-1135^22.59%ID^E:2e-28^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`POLY_DROME^POLY_DROME^Q:15-451,H:180-611^24.89%ID^E:5e-22^RecName: Full=Retrovirus-related Pol polyprotein from transposon gypsy;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"."	"Mcavernosa02141"	"1-2406[+]"	"YI31B_YEAST^YI31B_YEAST^Q:61-614,H:662-1161^22.94%ID^E:1e-29^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:61-614,H:636-1135^22.59%ID^E:2e-28^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`POLY_DROME^POLY_DROME^Q:15-451,H:180-611^24.89%ID^E:5e-22^RecName: Full=Retrovirus-related Pol polyprotein from transposon gypsy;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"PF00078.26^RVT_1^Reverse transcriptase (RNA-dependent DNA polymerase)^65-222^E:9.5e-08"	"."	"."	"."	"KEGG:sce:YIL082W-A`KO:K07497"	"GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0000943^cellular_component^retrotransposon nucleocapsid`GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0005524^molecular_function^ATP binding`GO:0003677^molecular_function^DNA binding`GO:0003887^molecular_function^DNA-directed DNA polymerase activity`GO:0008233^molecular_function^peptidase activity`GO:0004540^molecular_function^ribonuclease activity`GO:0003723^molecular_function^RNA binding`GO:0003964^molecular_function^RNA-directed DNA polymerase activity`GO:0004523^molecular_function^RNA-DNA hybrid ribonuclease activity`GO:0008270^molecular_function^zinc ion binding`GO:0015074^biological_process^DNA integration`GO:0006310^biological_process^DNA recombination`GO:0032197^biological_process^transposition, RNA-mediated"	"."	"."	"."	"Sc0000023"	769655	772310
"Mcavernosa30757"	0.0146776380672715	"Mcavernosa30757"	"."	"."	"Mcavernosa30757"	"1-591[+]"	"."	"PF14529.5^Exo_endo_phos_2^Endonuclease-reverse transcriptase^28-89^E:2.1e-07"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000086"	287731	306921
"Mcavernosa31981"	0.0176554454358173	"Mcavernosa31981"	"HUTU_MOUSE^HUTU_MOUSE^Q:1-620,H:1-676^65.38%ID^E:0^RecName: Full=Urocanate hydratase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HUTU_HUMAN^HUTU_HUMAN^Q:1-619,H:1-675^65.48%ID^E:0^RecName: Full=Urocanate hydratase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`HUTU_DICDI^HUTU_DICDI^Q:4-610,H:5-664^59.64%ID^E:0^RecName: Full=Probable urocanate hydratase;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"	"."	"Mcavernosa31981"	"1-2510[+]"	"HUTU_MOUSE^HUTU_MOUSE^Q:1-620,H:1-676^65.38%ID^E:0^RecName: Full=Urocanate hydratase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HUTU_HUMAN^HUTU_HUMAN^Q:1-619,H:1-675^65.48%ID^E:0^RecName: Full=Urocanate hydratase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`HUTU_DICDI^HUTU_DICDI^Q:4-610,H:5-664^59.64%ID^E:0^RecName: Full=Probable urocanate hydratase;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"	"PF17391.1^Urocanase_N^Urocanase N-terminal domain^85-211^E:3.3e-57`PF01175.17^Urocanase^Urocanase Rossmann-like domain^214-303^E:4.1e-35`PF01175.17^Urocanase^Urocanase Rossmann-like domain^307-408^E:3.9e-27`PF17392.1^Urocanase_C^Urocanase C-terminal domain^411-557^E:2.2e-57"	"."	"."	"COG2987^Urocanate hydratase"	"KEGG:mmu:243537`KO:K01712"	"GO:0005829^cellular_component^cytosol`GO:0016153^molecular_function^urocanate hydratase activity`GO:0006548^biological_process^histidine catabolic process`GO:0019556^biological_process^histidine catabolic process to glutamate and formamide`GO:0019557^biological_process^histidine catabolic process to glutamate and formate"	"."	"."	"."	"Sc0000275"	211723	229195
"Mcavernosa00814"	0.0194734044599302	"Mcavernosa00814"	"RASA3_HUMAN^RASA3_HUMAN^Q:10-159,H:8-202^37.56%ID^E:2e-27^RecName: Full=Ras GTPase-activating protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`RASA3_BOVIN^RASA3_BOVIN^Q:10-195,H:8-246^34.41%ID^E:6e-22^RecName: Full=Ras GTPase-activating protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`RASA3_MOUSE^RASA3_MOUSE^Q:10-159,H:8-202^37.06%ID^E:7e-22^RecName: Full=Ras GTPase-activating protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa00814"	"1-714[+]"	"RASA3_HUMAN^RASA3_HUMAN^Q:10-159,H:8-202^37.56%ID^E:2e-27^RecName: Full=Ras GTPase-activating protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`RASA3_BOVIN^RASA3_BOVIN^Q:10-195,H:8-246^34.41%ID^E:6e-22^RecName: Full=Ras GTPase-activating protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`RASA3_MOUSE^RASA3_MOUSE^Q:10-159,H:8-202^37.06%ID^E:7e-22^RecName: Full=Ras GTPase-activating protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00168.29^C2^C2 domain^15-49^E:0.019`PF00168.29^C2^C2 domain^107-168^E:9.6e-09`PF00168.29^C2^C2 domain^172-197^E:0.0045"	"."	"."	"ENOG410Y128^RAS p21 protein activator"	"KEGG:hsa:22821`KO:K12380"	"GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0031235^cellular_component^intrinsic component of the cytoplasmic side of the plasma membrane`GO:0015278^molecular_function^calcium-release channel activity`GO:0005096^molecular_function^GTPase activator activity`GO:0046872^molecular_function^metal ion binding`GO:0000165^biological_process^MAPK cascade`GO:0046580^biological_process^negative regulation of Ras protein signal transduction`GO:0007165^biological_process^signal transduction"	"."	"."	"."	"Sc0000013"	560071	570359
"Mcavernosa06790"	0.020122515071272	"Mcavernosa06790"	"."	"."	"Mcavernosa06790"	"1-1737[+]"	"."	"PF13181.5^TPR_8^Tetratricopeptide repeat^230-251^E:0.022`PF13176.5^TPR_7^Tetratricopeptide repeat^231-256^E:0.00081"	"."	"."	"."	"."	"."	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000003"	1484110	1490621
"Mcavernosa22932"	0.0213578099542681	"Mcavernosa22932"	"HNRL1_MOUSE^HNRL1_MOUSE^Q:42-427,H:212-601^53.33%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HNRL1_HUMAN^HNRL1_HUMAN^Q:42-427,H:211-600^53.08%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`HNRPU_HUMAN^HNRPU_HUMAN^Q:42-434,H:288-675^45.2%ID^E:2e-107^RecName: Full=Heterogeneous nuclear ribonucleoprotein U {ECO:0000303|PubMed:1628625};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa22932"	"1-2455[+]"	"HNRL1_MOUSE^HNRL1_MOUSE^Q:42-427,H:212-601^53.33%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HNRL1_HUMAN^HNRL1_HUMAN^Q:42-427,H:211-600^53.08%ID^E:3e-139^RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`HNRPU_HUMAN^HNRPU_HUMAN^Q:42-434,H:288-675^45.2%ID^E:2e-107^RecName: Full=Heterogeneous nuclear ribonucleoprotein U {ECO:0000303|PubMed:1628625};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00622.27^SPRY^SPRY domain^88-213^E:1.2e-16`PF06414.11^Zeta_toxin^Zeta toxin^249-388^E:4.1e-05`PF13671.5^AAA_33^AAA domain^250-395^E:8.6e-25"	"."	"."	"ENOG410XSBV^Heterogeneous nuclear ribonucleoprotein U-like"	"KEGG:mmu:232989`KO:K15047"	"GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0019899^molecular_function^enzyme binding`GO:0003723^molecular_function^RNA binding`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0009615^biological_process^response to virus`GO:0006396^biological_process^RNA processing`GO:0006351^biological_process^transcription, DNA-templated"	"GO:0005515^molecular_function^protein binding`GO:0005524^molecular_function^ATP binding`GO:0016301^molecular_function^kinase activity"	"."	"."	"Sc0000694"	71356	75962
"Mcavernosa04334"	0.0223412795367362	"Mcavernosa04334"	"."	"."	"Mcavernosa04334"	"1-3028[+]"	"."	"PF07714.16^Pkinase_Tyr^Protein tyrosine kinase^169-204^E:0.00012"	"."	"ExpAA=22.44^PredHel=1^Topology=i78-100o"	"."	"."	"."	"GO:0004672^molecular_function^protein kinase activity`GO:0006468^biological_process^protein phosphorylation"	"."	"."	"Sc0000102"	658500	667519
"Mcavernosa03456"	0.024314304355028	"Mcavernosa03456"	"KYNU_NEMVE^KYNU_NEMVE^Q:15-420,H:1-461^53.81%ID^E:3e-162^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella`KYNU_MOUSE^KYNU_MOUSE^Q:19-413,H:9-454^44.9%ID^E:3e-132^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KYNU_RAT^KYNU_RAT^Q:19-421,H:9-462^44.14%ID^E:3e-131^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa03456"	"1-1377[+]"	"KYNU_NEMVE^KYNU_NEMVE^Q:15-420,H:1-461^53.81%ID^E:3e-162^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella`KYNU_MOUSE^KYNU_MOUSE^Q:19-413,H:9-454^44.9%ID^E:3e-132^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KYNU_RAT^KYNU_RAT^Q:19-421,H:9-462^44.14%ID^E:3e-131^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"."	"."	"COG3844^Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively (By similarity)"	"KEGG:nve:NEMVE_v1g235255`KO:K01556"	"GO:0005737^cellular_component^cytoplasm`GO:0030429^molecular_function^kynureninase activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0043420^biological_process^anthranilate metabolic process`GO:0097053^biological_process^L-kynurenine catabolic process`GO:0009435^biological_process^NAD biosynthetic process`GO:0019441^biological_process^tryptophan catabolic process to kynurenine"	"."	"."	"."	"Sc0000026"	254636	278589
