"gene"	"adj.pval.sym"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa30790"	0.0082296133459874	"Mcavernosa30790"	"TERA_DROME^TERA_DROME^Q:1-435,H:251-718^82.05%ID^E:0^RecName: Full=Transitional endoplasmic reticulum ATPase TER94;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`TERA_XENLA^TERA_XENLA^Q:1-431,H:254-717^80.6%ID^E:0^RecName: Full=Transitional endoplasmic reticulum ATPase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TERA_DANRE^TERA_DANRE^Q:1-431,H:254-717^81.68%ID^E:0^RecName: Full=Transitional endoplasmic reticulum ATPase {ECO:0000250|UniProtKB:P23787};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`TERA_XENLA^TERA_XENLA^Q:223-418,H:203-428^39.38%ID^E:1e-42^RecName: Full=Transitional endoplasmic reticulum ATPase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TERA_DANRE^TERA_DANRE^Q:223-418,H:203-428^38.94%ID^E:2e-42^RecName: Full=Transitional endoplasmic reticulum ATPase {ECO:0000250|UniProtKB:P23787};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`TERA_DROME^TERA_DROME^Q:223-429,H:200-437^36.97%ID^E:6e-41^RecName: Full=Transitional endoplasmic reticulum ATPase TER94;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"."	"Mcavernosa30790"	"1-2203[+]"	"TERA_DROME^TERA_DROME^Q:1-435,H:251-718^82.05%ID^E:0^RecName: Full=Transitional endoplasmic reticulum ATPase TER94;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`TERA_XENLA^TERA_XENLA^Q:1-431,H:254-717^80.6%ID^E:0^RecName: Full=Transitional endoplasmic reticulum ATPase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TERA_DANRE^TERA_DANRE^Q:1-431,H:254-717^81.68%ID^E:0^RecName: Full=Transitional endoplasmic reticulum ATPase {ECO:0000250|UniProtKB:P23787};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`TERA_XENLA^TERA_XENLA^Q:223-418,H:203-428^39.38%ID^E:1e-42^RecName: Full=Transitional endoplasmic reticulum ATPase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TERA_DANRE^TERA_DANRE^Q:223-418,H:203-428^38.94%ID^E:2e-42^RecName: Full=Transitional endoplasmic reticulum ATPase {ECO:0000250|UniProtKB:P23787};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`TERA_DROME^TERA_DROME^Q:223-429,H:200-437^36.97%ID^E:6e-41^RecName: Full=Transitional endoplasmic reticulum ATPase TER94;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"PF00004.28^AAA^ATPase family associated with various cellular activities (AAA)^1-117^E:2.7e-36`PF05496.11^RuvB_N^Holliday junction DNA helicase ruvB N-terminus^260-294^E:9.7e-06`PF00004.28^AAA^ATPase family associated with various cellular activities (AAA)^261-335^E:4.3e-29"	"."	"."	"COG0464^Aaa atpase"	"KEGG:dme:Dmel_CG2331`KO:K13525"	"GO:0044754^cellular_component^autolysosome`GO:0005737^cellular_component^cytoplasm`GO:0045169^cellular_component^fusome`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0043186^cellular_component^P granule`GO:0005886^cellular_component^plasma membrane`GO:0000502^cellular_component^proteasome complex`GO:0005524^molecular_function^ATP binding`GO:0016787^molecular_function^hydrolase activity`GO:0097352^biological_process^autophagosome maturation`GO:0098586^biological_process^cellular response to virus`GO:0048813^biological_process^dendrite morphogenesis`GO:0016320^biological_process^endoplasmic reticulum membrane fusion`GO:0007029^biological_process^endoplasmic reticulum organization`GO:0007030^biological_process^Golgi organization`GO:0035096^biological_process^larval midgut cell programmed cell death`GO:0007040^biological_process^lysosome organization`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0046716^biological_process^muscle cell cellular homeostasis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0048477^biological_process^oogenesis`GO:0007279^biological_process^pole cell formation`GO:0043525^biological_process^positive regulation of neuron apoptotic process`GO:0032436^biological_process^positive regulation of proteasomal ubiquitin-dependent protein catabolic process`GO:0046598^biological_process^positive regulation of viral entry into host cell`GO:0006508^biological_process^proteolysis`GO:0043523^biological_process^regulation of neuron apoptotic process`GO:0007317^biological_process^regulation of pole plasm oskar mRNA localization`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process"	"GO:0005524^molecular_function^ATP binding`GO:0009378^molecular_function^four-way junction helicase activity`GO:0006281^biological_process^DNA repair`GO:0006310^biological_process^DNA recombination"	"."	"."	"Sc0000086"	708495	725735
"Mcavernosa30791"	0.0082296133459874	"Mcavernosa30791"	"U587_NEMVE^U587_NEMVE^Q:10-169,H:1-159^69.38%ID^E:8e-78^RecName: Full=UPF0587 protein v1g245604;^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella`CA123_MOUSE^CA123_MOUSE^Q:10-168,H:1-159^64.78%ID^E:1e-75^RecName: Full=UPF0587 protein C1orf123 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`CA123_HUMAN^CA123_HUMAN^Q:10-168,H:1-159^64.78%ID^E:2e-75^RecName: Full=UPF0587 protein C1orf123;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa30791"	"1-629[+]"	"U587_NEMVE^U587_NEMVE^Q:10-169,H:1-159^69.38%ID^E:8e-78^RecName: Full=UPF0587 protein v1g245604;^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella`CA123_MOUSE^CA123_MOUSE^Q:10-168,H:1-159^64.78%ID^E:1e-75^RecName: Full=UPF0587 protein C1orf123 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`CA123_HUMAN^CA123_HUMAN^Q:10-168,H:1-159^64.78%ID^E:2e-75^RecName: Full=UPF0587 protein C1orf123;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF05907.12^DUF866^Eukaryotic protein of unknown function (DUF866)^14-166^E:1.7e-59"	"."	"."	"ENOG4111J9K^Chromosome 1 open reading frame 123"	"KEGG:nve:NEMVE_v1g245604"	"."	"."	"."	"."	"Sc0000086"	720460	725935
"Mcavernosa07362"	0.0082869942658125	"Mcavernosa07362"	"HTR5B_XENTR^HTR5B_XENTR^Q:7-1864,H:6-2051^46.59%ID^E:0^RecName: Full=HEAT repeat-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`HTR5B_MOUSE^HTR5B_MOUSE^Q:7-1864,H:6-2069^46.61%ID^E:0^RecName: Full=HEAT repeat-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HTR5B_HUMAN^HTR5B_HUMAN^Q:7-1864,H:6-2070^46.27%ID^E:0^RecName: Full=HEAT repeat-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa07362"	"1-5949[+]"	"HTR5B_XENTR^HTR5B_XENTR^Q:7-1864,H:6-2051^46.59%ID^E:0^RecName: Full=HEAT repeat-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`HTR5B_MOUSE^HTR5B_MOUSE^Q:7-1864,H:6-2069^46.61%ID^E:0^RecName: Full=HEAT repeat-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`HTR5B_HUMAN^HTR5B_HUMAN^Q:7-1864,H:6-2070^46.27%ID^E:0^RecName: Full=HEAT repeat-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"."	"."	"ENOG410XP05^HEAT repeat containing"	"KEGG:xtr:100036680"	"."	"."	"."	"."	"Sc0000036"	951364	1009520
"Mcavernosa14704"	0.00909801746695524	"Mcavernosa14704"	"KC1E_CHICK^KC1E_CHICK^Q:1-333,H:1-302^81.68%ID^E:0^RecName: Full=Casein kinase I isoform epsilon;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`KC1E_MOUSE^KC1E_MOUSE^Q:1-333,H:1-302^81.38%ID^E:0^RecName: Full=Casein kinase I isoform epsilon;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KC1E_HUMAN^KC1E_HUMAN^Q:1-333,H:1-302^81.38%ID^E:0^RecName: Full=Casein kinase I isoform epsilon;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa14704"	"1-2152[+]"	"KC1E_CHICK^KC1E_CHICK^Q:1-333,H:1-302^81.68%ID^E:0^RecName: Full=Casein kinase I isoform epsilon;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`KC1E_MOUSE^KC1E_MOUSE^Q:1-333,H:1-302^81.38%ID^E:0^RecName: Full=Casein kinase I isoform epsilon;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KC1E_HUMAN^KC1E_HUMAN^Q:1-333,H:1-302^81.38%ID^E:0^RecName: Full=Casein kinase I isoform epsilon;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00069.24^Pkinase^Protein kinase domain^9-180^E:5.8e-25`PF07714.16^Pkinase_Tyr^Protein tyrosine kinase^11-159^E:9.1e-15"	"."	"."	"."	"KEGG:gga:378891`KO:K08960"	"GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:1990904^cellular_component^ribonucleoprotein complex`GO:0005524^molecular_function^ATP binding`GO:0004672^molecular_function^protein kinase activity`GO:0004674^molecular_function^protein serine/threonine kinase activity`GO:0034613^biological_process^cellular protein localization`GO:0032922^biological_process^circadian regulation of gene expression`GO:0006897^biological_process^endocytosis`GO:0030178^biological_process^negative regulation of Wnt signaling pathway`GO:0018105^biological_process^peptidyl-serine phosphorylation`GO:0090263^biological_process^positive regulation of canonical Wnt signaling pathway`GO:2000052^biological_process^positive regulation of non-canonical Wnt signaling pathway`GO:0032436^biological_process^positive regulation of proteasomal ubiquitin-dependent protein catabolic process`GO:0006468^biological_process^protein phosphorylation`GO:0008360^biological_process^regulation of cell shape`GO:1903827^biological_process^regulation of cellular protein localization`GO:0042752^biological_process^regulation of circadian rhythm`GO:0016055^biological_process^Wnt signaling pathway"	"GO:0004672^molecular_function^protein kinase activity`GO:0005524^molecular_function^ATP binding`GO:0006468^biological_process^protein phosphorylation"	"."	"."	"Sc0000224"	262854	268695
"Mcavernosa02180"	0.00942703823203998	"Mcavernosa02180"	"UCHL3_PIG^UCHL3_PIG^Q:82-295,H:19-229^45.02%ID^E:4e-60^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus`UCHL3_HUMAN^UCHL3_HUMAN^Q:82-295,H:19-229^45.02%ID^E:2e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`UCHL3_BOVIN^UCHL3_BOVIN^Q:82-295,H:19-229^44.59%ID^E:3e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa02180"	"1-894[+]"	"UCHL3_PIG^UCHL3_PIG^Q:82-295,H:19-229^45.02%ID^E:4e-60^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus`UCHL3_HUMAN^UCHL3_HUMAN^Q:82-295,H:19-229^45.02%ID^E:2e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`UCHL3_BOVIN^UCHL3_BOVIN^Q:82-295,H:19-229^44.59%ID^E:3e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF01088.20^Peptidase_C12^Ubiquitin carboxyl-terminal hydrolase, family 1^79-279^E:3.7e-41"	"."	"ExpAA=21.18^PredHel=1^Topology=i21-40o"	"ENOG4111HNA^ubiquitin carboxyl-terminal"	"KEGG:ssc:768115`KO:K05609"	"GO:0005737^cellular_component^cytoplasm`GO:0004843^molecular_function^thiol-dependent ubiquitin-specific protease activity`GO:0016579^biological_process^protein deubiquitination`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process"	"GO:0004843^molecular_function^thiol-dependent ubiquitin-specific protease activity`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process`GO:0005622^cellular_component^intracellular"	"."	"."	"Sc0000072"	127846	144299
"Mcavernosa24789"	0.00967015203483606	"Mcavernosa24789"	"."	"."	"Mcavernosa24789"	"1-5346[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000051"	626854	640148
"Mcavernosa32238"	0.00977197344817648	"Mcavernosa32238"	"."	"."	"Mcavernosa32238"	"1-1014[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000285"	106101	110680
"Mcavernosa13971"	0.0103586495030301	"Mcavernosa13971"	"GBLP_HYDVU^GBLP_HYDVU^Q:3-279,H:2-316^74.6%ID^E:2e-163^RecName: Full=Guanine nucleotide-binding protein subunit beta-like protein;^Eukaryota; Metazoa; Cnidaria; Hydrozoa; Hydroidolina; Anthoathecata; Aplanulata; Hydridae; Hydra`GBLP_DANRE^GBLP_DANRE^Q:1-276,H:1-313^72.84%ID^E:7e-161^RecName: Full=Guanine nucleotide-binding protein subunit beta-2-like 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`RACK1_RAT^RACK1_RAT^Q:1-276,H:1-313^72.2%ID^E:8e-161^RecName: Full=Receptor of activated protein C kinase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa13971"	"1-926[+]"	"GBLP_HYDVU^GBLP_HYDVU^Q:3-279,H:2-316^74.6%ID^E:2e-163^RecName: Full=Guanine nucleotide-binding protein subunit beta-like protein;^Eukaryota; Metazoa; Cnidaria; Hydrozoa; Hydroidolina; Anthoathecata; Aplanulata; Hydridae; Hydra`GBLP_DANRE^GBLP_DANRE^Q:1-276,H:1-313^72.84%ID^E:7e-161^RecName: Full=Guanine nucleotide-binding protein subunit beta-2-like 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`RACK1_RAT^RACK1_RAT^Q:1-276,H:1-313^72.2%ID^E:8e-161^RecName: Full=Receptor of activated protein C kinase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF00400.31^WD40^WD domain, G-beta repeat^8-44^E:0.00021`PF00400.31^WD40^WD domain, G-beta repeat^54-91^E:6e-09`PF00400.31^WD40^WD domain, G-beta repeat^96-133^E:8.6e-09`PF00400.31^WD40^WD domain, G-beta repeat^156-188^E:5.2e-06`PF00400.31^WD40^WD domain, G-beta repeat^193-228^E:0.0027`PF00400.31^WD40^WD domain, G-beta repeat^250-273^E:0.0083"	"."	"."	"."	"KEGG:hmg:100197367`KO:K14753"	"GO:0005840^cellular_component^ribosome"	"GO:0005515^molecular_function^protein binding"	"."	"."	"xfSc0000006"	364341	370206
"Mcavernosa09009"	0.0105762365042487	"Mcavernosa09009"	"KIF19_MOUSE^KIF19_MOUSE^Q:4-82,H:2-79^55.7%ID^E:1e-19^RecName: Full=Kinesin-like protein KIF19;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KIF19_HUMAN^KIF19_HUMAN^Q:4-82,H:2-79^55.7%ID^E:1e-19^RecName: Full=Kinesin-like protein KIF19;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`KIF19_XENLA^KIF19_XENLA^Q:4-96,H:2-93^46.24%ID^E:1e-18^RecName: Full=Kinesin-like protein KIF19;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus"	"."	"Mcavernosa09009"	"1-4172[+]"	"KIF19_MOUSE^KIF19_MOUSE^Q:4-82,H:2-79^55.7%ID^E:1e-19^RecName: Full=Kinesin-like protein KIF19;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KIF19_HUMAN^KIF19_HUMAN^Q:4-82,H:2-79^55.7%ID^E:1e-19^RecName: Full=Kinesin-like protein KIF19;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`KIF19_XENLA^KIF19_XENLA^Q:4-96,H:2-93^46.24%ID^E:1e-18^RecName: Full=Kinesin-like protein KIF19;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus"	"."	"."	"."	"COG5059^Kinesin family member"	"KEGG:mmu:286942`KO:K10401"	"GO:0005930^cellular_component^axoneme`GO:0005929^cellular_component^cilium`GO:0005871^cellular_component^kinesin complex`GO:0005874^cellular_component^microtubule`GO:0005524^molecular_function^ATP binding`GO:0008574^molecular_function^ATP-dependent microtubule motor activity, plus-end-directed`GO:0008017^molecular_function^microtubule binding`GO:0060404^biological_process^axonemal microtubule depolymerization`GO:0007018^biological_process^microtubule-based movement`GO:0070462^biological_process^plus-end specific microtubule depolymerization"	"."	"."	"."	"Sc0000209"	276378	299327
"Mcavernosa05192"	0.0110471159864489	"Mcavernosa05192"	"."	"."	"Mcavernosa05192"	"1-822[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000117"	586761	614547
"Mcavernosa23241"	0.0115985118847152	"Mcavernosa23241"	"ATTY_MOUSE^ATTY_MOUSE^Q:2-390,H:34-441^52.94%ID^E:1e-158^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ATTY_RAT^ATTY_RAT^Q:4-390,H:36-441^52.71%ID^E:6e-156^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ATTY_HUMAN^ATTY_HUMAN^Q:4-390,H:36-441^52.22%ID^E:4e-154^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa23241"	"1-2085[+]"	"ATTY_MOUSE^ATTY_MOUSE^Q:2-390,H:34-441^52.94%ID^E:1e-158^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ATTY_RAT^ATTY_RAT^Q:4-390,H:36-441^52.71%ID^E:6e-156^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ATTY_HUMAN^ATTY_HUMAN^Q:4-390,H:36-441^52.22%ID^E:4e-154^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00155.20^Aminotran_1_2^Aminotransferase class I and II^40-383^E:2.5e-54`PF01212.20^Beta_elim_lyase^Beta-eliminating lyase^57-215^E:1e-07`PF01041.16^DegT_DnrJ_EryC1^DegT/DnrJ/EryC1/StrS aminotransferase family^106-215^E:7.6e-06"	"."	"."	"COG0436^aminotransferase"	"KEGG:mmu:234724`KO:K00815"	"GO:0005739^cellular_component^mitochondrion`GO:0016597^molecular_function^amino acid binding`GO:0004838^molecular_function^L-tyrosine:2-oxoglutarate aminotransferase activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0006103^biological_process^2-oxoglutarate metabolic process`GO:0009058^biological_process^biosynthetic process`GO:0006520^biological_process^cellular amino acid metabolic process`GO:0006536^biological_process^glutamate metabolic process`GO:0006559^biological_process^L-phenylalanine catabolic process`GO:0051384^biological_process^response to glucocorticoid`GO:0046689^biological_process^response to mercury ion`GO:0014070^biological_process^response to organic cyclic compound`GO:0006979^biological_process^response to oxidative stress`GO:0006572^biological_process^tyrosine catabolic process"	"GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0009058^biological_process^biosynthetic process`GO:0016829^molecular_function^lyase activity`GO:0006520^biological_process^cellular amino acid metabolic process"	"."	"."	"Sc0000723"	51042	59788
